Job Title,Salary Range in Thousand Dollars,Rating,Company Name,Location.1,Location.2,Size,Type of Ownership,Industry,Sector
Business Data Analyst,91+,3.5,PlushCare,San Francisco,CA,1 to 50 employees,Private,Health Care Services & Hospitals,Health Care
Research Data Analyst,91+,4.1,UCSF Medical Center,San Francisco,CA,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
Data Analyst,91+,4.6,Motiv Power Systems,San Francisco,CA,51 to 200 employees,Private,Electrical & Electronic Manufacturing,Manufacturing
Data Analyst,91+,4.2,Upstart,San Mateo,CA,201 to 500 employees,Private,Lending,Finance
Business Intelligence Data Modeler/Analyst,91+,4.3,Credible,San Francisco,CA,51 to 200 employees,Public,Lending,Finance
Data Studio Analyst,91+,5,Priceonomics,San Francisco,CA,1 to 50 employees,Private,Internet,Information Technology
Data Analyst,91+,,Applicantz Inc,San Francisco,CA,51 to 200 employees,Public,Unknown,Unknown
Product Data Analyst,91+,3.7,BOLD,San Francisco,CA,201 to 500 employees,Private,Internet,Information Technology
Data Analyst,91+,,Parsoft LLC,San Francisco,CA,Unknown,Public,Unknown,Unknown
Clinical Data Analyst,91+,4,Flatiron Health,San Francisco,CA,501 to 1000 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,91+,3.9,thredUP,Oakland,CA,1001 to 5000 employees,Private,"Department, Clothing, & Shoe Stores",Retail
Data Analyst,91+,3.9,Artech LLC,San Francisco,CA,5001 to 10000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,91+,3.6,ICONMA,San Francisco,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Systems Analyst,91+,4.1,UCSF Medical Center,San Francisco,CA,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
Data Analyst,91+,4.6,The Voleon Group,Berkeley,CA,51 to 200 employees,Private,Investment Banking & Asset Management,Finance
Senior Data Analyst,91+,3.4,Redfin,San Francisco,CA,1001 to 5000 employees,Public,Real Estate,Real Estate
Data Analyst (College & Foundation Reporting),91+,,Albany Charter School Network,Oakland,CA,Unknown,Other Organization,Unknown,Unknown
Senior Data Analyst,91+,4,Twitter,San Francisco,CA,1001 to 5000 employees,Public,Internet,Information Technology
Research Data Analyst,91+,4.1,UC San Francisco,San Francisco,CA,10000+ employees,School,Unknown,Unknown
Data Analyst - Health,91+,3.4,Impaq International Llc,Oakland,CA,201 to 500 employees,Private,Consulting,Business Services
Operations Data Analyst,91+,5,TurnRiver Capital,San Francisco,CA,1 to 50 employees,Private,Venture Capital & Private Equity,Finance
Data Analyst,91+,3.9,Diverse Lynx,San Francisco,CA,501 to 1000 employees,Private,IT Services,Information Technology
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",91+,3.8,EY,San Francisco,CA,10000+ employees,Private,Accounting,Accounting & Legal
Data Analyst,91+,4.1,RGP,San Francisco,CA,1001 to 5000 employees,Public,Consulting,Business Services
Business Data Analyst - Senior/Director - Work From Remote,91+,2.5,Vinsari LLC,San Francisco,CA,51 to 200 employees,Other Organization,Unknown,Unknown
Market Data Services Analyst,91+,3.2,Evolver Inc,San Francisco,CA,201 to 500 employees,Private,IT Services,Information Technology
"Financial Data Analyst, Fp&A And Accounting",91+,3.7,Lyft,San Francisco,CA,5001 to 10000 employees,Public,Computer Hardware & Software,Information Technology
Loan Data Analyst,91+,3.7,First Republic Bank,San Francisco,CA,1001 to 5000 employees,Public,Banks & Credit Unions,Finance
Data And Policy Analyst Iv,91+,3.2,Acumen,Burlingame,CA,201 to 500 employees,Private,Federal Agencies,Government
Data Analyst-Remote,91+,3.7,Software Guidance  Assistance,San Francisco,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Business Data Analyst,91+,3.2,Scale AI,San Francisco,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
"Data Analyst, Growth",91+,4.1,Omada Health,San Francisco,CA,201 to 500 employees,Private,Health Care Services & Hospitals,Health Care
Data Analyst,91+,3.2,QuinStreet,San Mateo,CA,501 to 1000 employees,Public,Advertising & Marketing,Business Services
Data Analyst,91+,5,Softova Inc,San Mateo,CA,1 to 50 employees,Private,IT Services,Information Technology
Data Analyst,91+,4.1,LeadStack,Foster City,CA,51 to 200 employees,Private,IT Services,Information Technology
"Senior Data Analyst, Member Services",91+,4.8,Chime,San Francisco,CA,201 to 500 employees,Private,Banks & Credit Unions,Finance
Data Analyst,91+,4.5,Marin City Health and Wellness Center,Marin City,CA,1 to 50 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Senior Data Analyst,91+,4.1,TaskRabbit,San Francisco,CA,201 to 500 employees,Private,Internet,Information Technology
Junior Data Analyst,91+,5,Staffigo Technical Services LLC,San Francisco,CA,51 to 200 employees,Private,IT Services,Information Technology
Business Data Analyst,91+,3.9,Diverse Lynx,San Francisco,CA,501 to 1000 employees,Private,IT Services,Information Technology
"Sr. Data Analyst, Twitter Service Tech",91+,4,Twitter,San Francisco,CA,1001 to 5000 employees,Public,Internet,Information Technology
Data Analyst,91+,4.6,Ascent,Daly City,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,91+,3.4,Thermo Fisher Scientific,South San Francisco,CA,10000+ employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Data Analyst,91+,3.2,NetSource,San Francisco,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Senior Data Analyst,91+,3.3,Vida Health,San Francisco,CA,51 to 200 employees,Private,Health Care Services & Hospitals,Health Care
Web Data Analyst,91+,4,SACC,San Mateo,CA,Unknown,Private,IT Services,Information Technology
Data Analyst (Appz-Dahy),91+,,Applicantz,San Francisco,CA,51 to 200 employees,Public,Unknown,Unknown
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",91+,,Ernst  Young LLP,San Francisco,CA,Unknown,Other Organization,Unknown,Unknown
Data Scientist Analyst,91+,3.9,Netpace Inc,Foster City,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Finance Data Analyst,91+,3,Qualys,Foster City,CA,501 to 1000 employees,Public,Computer Hardware & Software,Information Technology
Business Data Analyst,91+,,Scale AI Inc,San Francisco,CA,Unknown,Other Organization,Unknown,Unknown
Data Quality Analyst,91+,3.8,Focal Systems,Burlingame,CA,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst - San Francisco Ca / Va - Fulltime,91+,3.8,United IT Solutions,San Francisco,CA,1 to 50 employees,Private,Consulting,Business Services
Data Analyst,91+,,cyitechsearch,San Bruno,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst,91+,,IT Avalon,Oakland,CA,51 to 200 employees,Other Organization,Unknown,Unknown
Hr Data Analyst,91+,4,Snowflake Computing,San Mateo,CA,1001 to 5000 employees,Private,Enterprise Software & Network Solutions,Information Technology
Scientific Data Manager And Analyst,91+,4.4,Perfect Day,Emeryville,CA,51 to 200 employees,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Senior Data Analyst - Finance & Platform Analytics,91+,3.6,Twitch,San Francisco,CA,1001 to 5000 employees,Subsidiary or Business Segment,Internet,Information Technology
Data Analyst,91+,3.2,Infotech Sourcing,San Francisco,CA,51 to 200 employees,Private,"Health, Beauty, & Fitness",Consumer Services
Business Data Analyst,91+,3.9,ApTask,San Francisco,CA,201 to 500 employees,Private,IT Services,Information Technology
Product Compliance Data Analyst,91+,4,Square,San Francisco,CA,1001 to 5000 employees,Public,Computer Hardware & Software,Information Technology
Data And Policy Analyst - Statistical Programmer,91+,3.2,Acumen,Burlingame,CA,201 to 500 employees,Private,Federal Agencies,Government
Principal Data Analyst,91+,4.4,Hinge Health,San Francisco,CA,201 to 500 employees,Private,Health Care Services & Hospitals,Health Care
Data Analyst,91+,,Koger LLC,San Mateo,CA,1 to 50 employees,Private,Unknown,Unknown
Data Analyst,91+,,TransReach,Oakland,CA,Unknown,Private,Unknown,Unknown
Master Data Analyst Â€“ Sap Mdg Platform,91+,4.5,Rose International,San Francisco,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Systems Analyst,91+,,GLIDE MEMORIAL CHURCH,San Francisco,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst,91+,3.7,TakeTwo,Novato,CA,1001 to 5000 employees,Public,Video Games,Media
Csv Data Validation Analyst,91+,3.9,Netpace Inc,Foster City,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Senior Data And Fraud Analyst,91+,,Apto Payments,San Francisco,CA,1 to 50 employees,Private,Unknown,Unknown
Data And Reporting Analyst,91+,3.2,Chinese Community Health Plan,San Francisco,CA,51 to 200 employees,Private,Insurance Carriers,Insurance
Upstart - Data Analyst,91+,,V Talent Partners Inc,San Mateo,CA,Unknown,Private,Unknown,Unknown
"Position For Lead Data Analyst (Teradata, Oracle, Hadoop)",91+,3.7,Arkhya Tech,San Francisco,CA,1 to 50 employees,Private,IT Services,Information Technology
"Data Analyst, Transaction Monitoring",91+,,Wish,San Francisco,CA,1 to 50 employees,Private,Unknown,Unknown
Fleet Optimization Data Analyst (Solar + Storage),91+,3.2,Stem Inc,Millbrae,CA,51 to 200 employees,Private,Energy,"Oil, Gas, Energy & Utilities"
Big Data Analyst,91+,3.7,Redolent Inc,San Mateo,CA,1 to 50 employees,Private,"Health, Beauty, & Fitness",Consumer Services
Business Data Analyst,91+,3.8,VLink Inc,San Francisco,CA,201 to 500 employees,Private,IT Services,Information Technology
Data Analyst,91+,4,Lorven Technologies Inc,San Francisco,CA,1 to 50 employees,Private,Accounting,Accounting & Legal
Data Analyst,91+,5,Staffigo Technical Services LLC,San Francisco,CA,51 to 200 employees,Private,IT Services,Information Technology
Senior Lead Data Analytics Analyst,91+,2.8,Bank of the West,San Francisco,CA,10000+ employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
Data Analyst W/ Tealium - Remote Work,91+,4,Two International Inc,San Mateo,CA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,91+,2.5,Enclipse,Oakland,CA,51 to 200 employees,Private,IT Services,Information Technology
"Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, Or Des Moines",91+,3.7,PRIMUS Global Services Inc,San Francisco,CA,501 to 1000 employees,Private,Consulting,Business Services
Business Data Analyst - Senior/Director : 20,91+,4.6,Akraya Inc,San Francisco,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Senior Data Analyst,91+,3.6,Vida,San Francisco,CA,Unknown,Other Organization,Unknown,Unknown
Senior Data Analyst - User Growth,91+,3.4,Redfin,San Francisco,CA,1001 to 5000 employees,Public,Real Estate,Real Estate
Senior Data Analyst,91+,3.5,Flexport,San Francisco,CA,1001 to 5000 employees,Private,Logistics & Supply Chain,Transportation & Logistics
"Senior Compliance Data Analyst, Cash App",91+,4,Square,San Francisco,CA,1001 to 5000 employees,Public,Computer Hardware & Software,Information Technology
Data Analyst,91+,4.1,Kforce,San Ramon,CA,10000+ employees,Public,Staffing & Outsourcing,Business Services
Procurement Data Analyst,91+,3.3,BioRad,Hercules,CA,5001 to 10000 employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Master Data Management (Mdm) - Business Systems Analyst,91+,3.5,Saama,South San Francisco,CA,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Sr. Data Analyst - Risk Analysis,91+,4.5,OKCoin,San Francisco,CA,501 to 1000 employees,Private,Internet,Information Technology
Lead Data Analyst (Product),91+,,Kinship,San Francisco,CA,1 to 50 employees,Private,Advertising & Marketing,Business Services
Lead Data Analyst,91+,3.9,Diverse Lynx,San Francisco,CA,501 to 1000 employees,Private,IT Services,Information Technology
Salesforce Administrator And Data Analyst,91+,,SF IHSS Public Authority,San Francisco,CA,Unknown,Other Organization,Unknown,Unknown
Alerts Business/Data Analyst,91+,3.8,Apex Systems,San Francisco,CA,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Senior Business Data Analyst,91+,4,Hazelcast,San Mateo,CA,51 to 200 employees,Private,Computer Hardware & Software,Information Technology
Bi Developer - Data Analyst,91+,4.1,LeadStack Inc,Foster City,CA,51 to 200 employees,Private,IT Services,Information Technology
Biological Data Analyst - Remote,91+,,Parker Institute for Cancer Immunotherapy,San Francisco,CA,51 to 200 employees,Nonprofit Organization,Health Fundraising Organizations,Non-Profit
Data Systems Analyst (7199U,91+,4.1,University of California Berkeley,Berkeley,CA,10000+ employees,School,Colleges & Universities,Education
Sr. Business And Data Analyst,51-70,5,addastaff,San Francisco,CA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Business Data Analyst - Senior/Director,51-70,4.5,HireTalent,San Francisco,CA,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
"Lead Data Analyst, Bi/Visualizations",51-70,4.8,Chime,San Francisco,CA,201 to 500 employees,Private,Banks & Credit Unions,Finance
"Lead Data Analyst, Bi/Visualizations",51-70,,Chime Bank,San Francisco,CA,Unknown,Other Organization,Unknown,Unknown
Epic Clarity Data Analyst,51-70,4.1,APN Software Services Inc,Oakland,CA,51 to 200 employees,Private,Computer Hardware & Software,Information Technology
Senior Data Analyst,51-70,2.7,The Pill Club,San Mateo,CA,201 to 500 employees,Private,Health Care Services & Hospitals,Health Care
Senior Health Data Analyst,51-70,,One Medical,San Francisco,CA,201 to 500 employees,Private,Unknown,Unknown
Business Data Analyst - Senior/Director,51-70,3.9,TalentBurst Inc,San Francisco,CA,501 to 1000 employees,Private,IT Services,Information Technology
Sales Finance Data Analyst,51-70,3,Qualys,Foster City,CA,501 to 1000 employees,Public,Computer Hardware & Software,Information Technology
"Senior Business Technology Analyst - Mdm / Data Management (San Francisco Area, Ca)",51-70,3.8,ZS Associates,San Francisco,CA,5001 to 10000 employees,Private,Consulting,Business Services
Data Integrity Analyst,51-70,3.1,I,Foster City,CA,201 to 500 employees,Other Organization,IT Services,Information Technology
"Business Data Analyst - Sfo , Ca",51-70,3.9,Diverse Lynx,San Francisco,CA,501 to 1000 employees,Private,IT Services,Information Technology
Business Data Analyst With Data Standards And Migration,51-70,3.9,Diverse Lynx,San Francisco,CA,501 to 1000 employees,Private,IT Services,Information Technology
Senior Data Analyst,51-70,3.2,QuinStreet,San Mateo,CA,501 to 1000 employees,Public,Advertising & Marketing,Business Services
Bi Data Analyst / Business Analyst,51-70,4.4,Alliance IT,San Ramon,CA,51 to 200 employees,Private,IT Services,Information Technology
Senior Product Data Analyst,51-70,3.9,LiveCareer,San Francisco,CA,501 to 1000 employees,Private,Internet,Information Technology
"Senior Business Data Analyst, Growth Strategy",51-70,3.5,Square Trade,San Francisco,CA,201 to 500 employees,Private,Insurance Carriers,Insurance
Senior Product Data Analyst,51-70,3.6,BOLD,San Francisco,CA,201 to 500 employees,Private,Internet,Information Technology
Data Analyst Junior,51-70,5,Staffigo Technical Services LLC,San Francisco,CA,51 to 200 employees,Private,IT Services,Information Technology
"Job Opportunity With Cognizant For Data Analyst At Sfo ,Ca (No Opt & No Cpt)",51-70,4.4,Next Level Business Services Inc,San Francisco,CA,5001 to 10000 employees,Private,IT Services,Information Technology
Senior Data Analyst,51-70,4.4,The Armada Group,San Francisco,CA,51 to 200 employees,Private,IT Services,Information Technology
Sr Data Analyst,51-70,4.9,GoAhead Solutions,San Francisco,CA,1 to 50 employees,Private,IT Services,Information Technology
Senior Business And Data Analyst,51-70,5,addastaff,San Francisco,CA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst - Int,51-70,4.3,Abacus Service Corporation,Oakland,CA,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Senior Financial Systems Analyst / Business Intelligence Data Modeler,51-70,3.8,Franklin Templeton Investments,San Mateo,CA,5001 to 10000 employees,Public,Investment Banking & Asset Management,Finance
